store_id,product_id,month,units
1,1100000212,01/04/2020,48
1,1100000212,01/05/2020,28
1,1100000212,01/06/2020,17
1,1100000212,01/07/2020,34
1,1100000212,01/08/2020,22
1,1100000212,01/09/2020,63
1,1100000212,01/10/2020,81
1,1100000212,01/11/2020,90
1,1100000212,01/12/2020,58
1,1100000212,01/01/2021,60
1,1100000212,01/02/2021,47
1,1100000212,01/03/2021,98
1,1100000212,01/04/2021,49
1,1100000212,01/05/2021,23
1,1100000212,01/06/2021,50
1,1100000212,01/07/2021,40
1,1100000212,01/08/2021,72
1,1100000212,01/09/2021,155
1,1100000212,01/10/2021,177
1,1100000212,01/11/2021,194
1,1100000212,01/12/2021,148
1,1100000213,01/01/2020,1395
1,1100000213,01/02/2020,1112
1,1100000213,01/03/2020,3281
1,1100000213,01/04/2020,614
1,1100000213,01/05/2020,164
1,1100000213,01/06/2020,144
1,1100000213,01/07/2020,249
1,1100000213,01/08/2020,239
1,1100000213,01/09/2020,539
1,1100000213,01/10/2020,685
1,1100000213,01/11/2020,1057
1,1100000213,01/12/2020,727
1,1100000213,01/01/2021,398
1,1100000213,01/02/2021,446
1,1100000213,01/03/2021,911
1,1100000213,01/04/2021,498
1,1100000213,01/05/2021,219
1,1100000213,01/06/2021,295
1,1100000213,01/07/2021,257
1,1100000213,01/08/2021,481
1,1100000213,01/09/2021,1116
1,1100000213,01/10/2021,1266
1,1100000213,01/11/2021,2640
1,1100000213,01/12/2021,599
1,1100000217,01/01/2020,3073
1,1100000217,01/02/2020,4670
1,1100000217,01/03/2020,10706
1,1100000217,01/04/2020,193
1,1100000217,01/05/2020,1309
1,1100000217,01/06/2020,1303
1,1100000217,01/07/2020,1379
1,1100000217,01/08/2020,1399
1,1100000217,01/09/2020,2709
1,1100000217,01/10/2020,3269
1,1100000217,01/11/2020,4590
1,1100000217,01/12/2020,4197
1,1100000217,01/01/2021,1694
1,1100000217,01/02/2021,2758
1,1100000217,01/03/2021,4988
1,1100000217,01/04/2021,3882
1,1100000217,01/05/2021,2229
1,1100000217,01/06/2021,1541
1,1100000217,01/07/2021,1289
1,1100000217,01/08/2021,1752
1,1100000217,01/09/2021,2497
1,1100000217,01/10/2021,2489
1,1100000217,01/11/2021,3996
1,1100000217,01/12/2021,2903
1,1100000300,01/01/2020,504
1,1100000300,01/02/2020,569
1,1100000300,01/03/2020,714
1,1100000300,01/04/2020,973
1,1100000300,01/05/2020,1841
1,1100000300,01/06/2020,1262
1,1100000300,01/07/2020,1002
1,1100000300,01/08/2020,812
1,1100000300,01/09/2020,780
1,1100000300,01/10/2020,961
1,1100000300,01/11/2020,1079
1,1100000300,01/12/2020,1020
1,1100000300,01/01/2021,881
1,1100000300,01/02/2021,805
1,1100000300,01/03/2021,1386
1,1100000300,01/04/2021,1029
1,1100000300,01/05/2021,1039
1,1100000300,01/06/2021,814
1,1100000300,01/07/2021,636
1,1100000300,01/08/2021,684
1,1100000300,01/09/2021,929
1,1100000300,01/10/2021,814
1,1100000300,01/11/2021,1201
1,1100000300,01/12/2021,1048
1,1100000323,01/01/2020,27
1,1100000323,01/02/2020,27
1,1100000323,01/03/2020,72
1,1100000323,01/04/2020,120
1,1100000323,01/05/2020,107
1,1100000323,01/06/2020,88
1,1100000323,01/07/2020,74
1,1100000323,01/08/2020,188
1,1100000323,01/09/2020,260
1,1100000323,01/10/2020,97
1,1100000323,01/11/2020,48
1,1100000323,01/12/2020,61
1,1100000323,01/01/2021,35
1,1100000323,01/02/2021,34
1,1100000323,01/03/2021,66
1,1100000323,01/04/2021,45
1,1100000323,01/05/2021,25
1,1100000323,01/06/2021,12
1,1100000323,01/07/2021,3
1,1100000323,01/08/2021,2
1,1100000323,01/09/2021,0
1,1100000323,01/10/2021,0
1,1100000323,01/11/2021,1
1,1100000323,01/12/2021,0
1,1100000324,01/01/2020,97
1,1100000324,01/02/2020,128
1,1100000324,01/03/2020,387
1,1100000324,01/04/2020,905
1,1100000324,01/05/2020,769
1,1100000324,01/06/2020,756
1,1100000324,01/07/2020,641
1,1100000324,01/08/2020,1414
1,1100000324,01/09/2020,866
1,1100000324,01/10/2020,126
1,1100000324,01/11/2020,120
1,1100000324,01/12/2020,118
1,1100000324,01/01/2021,120
1,1100000324,01/02/2021,150
1,1100000324,01/03/2021,335
1,1100000324,01/04/2021,554
1,1100000324,01/05/2021,837
1,1100000324,01/06/2021,1255
1,1100000324,01/07/2021,713
1,1100000324,01/08/2021,1234
1,1100000324,01/09/2021,1317
1,1100000324,01/10/2021,274
1,1100000324,01/11/2021,199
1,1100000324,01/12/2021,202
1,1100000330,01/01/2020,1036
1,1100000330,01/02/2020,1071
1,1100000330,01/03/2020,1477
1,1100000330,01/04/2020,508
1,1100000330,01/05/2020,1541
1,1100000330,01/06/2020,1866
1,1100000330,01/07/2020,2299
1,1100000330,01/08/2020,2448
1,1100000330,01/09/2020,2564
1,1100000330,01/10/2020,2535
1,1100000330,01/11/2020,2332
1,1100000330,01/12/2020,2158
1,1100000330,01/01/2021,1829
1,1100000330,01/02/2021,1924
1,1100000330,01/03/2021,2443
1,1100000330,01/04/2021,2141
1,1100000330,01/05/2021,2064
1,1100000330,01/06/2021,2137
1,1100000330,01/07/2021,2311
1,1100000330,01/08/2021,2321
1,1100000330,01/09/2021,2646
1,1100000330,01/10/2021,2423
1,1100000330,01/11/2021,2520
1,1100000330,01/12/2021,2237
1,1100000331,01/01/2020,1385
1,1100000331,01/02/2020,1378
1,1100000331,01/03/2020,2760
1,1100000331,01/04/2020,1039
1,1100000331,01/05/2020,3899
1,1100000331,01/06/2020,4956
1,1100000331,01/07/2020,4864
1,1100000331,01/08/2020,5292
1,1100000331,01/09/2020,5788
1,1100000331,01/10/2020,5498
1,1100000331,01/11/2020,5770
1,1100000331,01/12/2020,5111
1,1100000331,01/01/2021,4539
1,1100000331,01/02/2021,4561
1,1100000331,01/03/2021,6073
1,1100000331,01/04/2021,4564
1,1100000331,01/05/2021,4349
1,1100000331,01/06/2021,4618
1,1100000331,01/07/2021,4679
1,1100000331,01/08/2021,4633
1,1100000331,01/09/2021,5304
1,1100000331,01/10/2021,4996
1,1100000331,01/11/2021,5828
1,1100000331,01/12/2021,4661
1,1100000340,01/01/2020,431
1,1100000340,01/02/2020,568
1,1100000340,01/03/2020,739
1,1100000340,01/04/2020,158
1,1100000340,01/05/2020,153
1,1100000340,01/06/2020,165
1,1100000340,01/07/2020,258
1,1100000340,01/08/2020,275
1,1100000340,01/09/2020,364
1,1100000340,01/10/2020,286
1,1100000340,01/11/2020,290
1,1100000340,01/12/2020,336
1,1100000340,01/01/2021,274
1,1100000340,01/02/2021,304
1,1100000340,01/03/2021,350
1,1100000340,01/04/2021,221
1,1100000340,01/05/2021,263
1,1100000340,01/06/2021,263
1,1100000340,01/07/2021,247
1,1100000340,01/08/2021,342
1,1100000340,01/09/2021,544
1,1100000340,01/10/2021,305
1,1100000340,01/11/2021,106
1,1100000340,01/12/2021,1557
1,1100000342,01/01/2020,0
1,1100000342,01/02/2020,0
1,1100000342,01/03/2020,0
1,1100000342,01/04/2020,0
1,1100000342,01/05/2020,0
1,1100000342,01/06/2020,0
1,1100000342,01/07/2020,0
1,1100000342,01/08/2020,0
1,1100000342,01/09/2020,0
1,1100000342,01/10/2020,0
1,1100000342,01/11/2020,0
1,1100000342,01/12/2020,0
1,1100000343,01/01/2020,312
1,1100000343,01/02/2020,337
1,1100000343,01/03/2020,390
1,1100000343,01/04/2020,59
1,1100000343,01/05/2020,15
1,1100000343,01/06/2020,17
1,1100000343,01/07/2020,35
1,1100000343,01/08/2020,48
1,1100000343,01/09/2020,167
1,1100000343,01/10/2020,215
1,1100000343,01/11/2020,212
1,1100000343,01/12/2020,162
1,1100000343,01/01/2021,109
1,1100000343,01/02/2021,139
1,1100000343,01/03/2021,160
1,1100000343,01/04/2021,65
1,1100000343,01/05/2021,41
1,1100000343,01/06/2021,37
1,1100000343,01/07/2021,33
1,1100000343,01/08/2021,61
1,1100000343,01/09/2021,97
1,1100000343,01/10/2021,92
1,1100000343,01/11/2021,41
1,1100000343,01/12/2021,131
1,1100000353,01/01/2020,26
1,1100000353,01/02/2020,28
1,1100000353,01/03/2020,25
1,1100000353,01/04/2020,20
1,1100000353,01/05/2020,11
1,1100000353,01/06/2020,8
1,1100000353,01/07/2020,18
1,1100000353,01/08/2020,14
1,1100000353,01/09/2020,37
1,1100000353,01/10/2020,35
1,1100000353,01/11/2020,28
1,1100000353,01/12/2020,28
1,1100000353,01/01/2021,12
1,1100000353,01/02/2021,35
1,1100000353,01/03/2021,29
1,1100000353,01/04/2021,34
1,1100000353,01/05/2021,30
1,1100000353,01/06/2021,28
1,1100000353,01/07/2021,28
1,1100000353,01/08/2021,32
1,1100000353,01/09/2021,43
1,1100000353,01/10/2021,49
1,1100000353,01/11/2021,61
1,1100000353,01/12/2021,37
1,1100000398,01/01/2020,265
1,1100000398,01/02/2020,238
1,1100000398,01/03/2020,345
1,1100000398,01/04/2020,248
1,1100000398,01/05/2020,240
1,1100000398,01/06/2020,250
1,1100000398,01/07/2020,264
1,1100000398,01/08/2020,260
1,1100000398,01/09/2020,300
1,1100000398,01/10/2020,295
1,1100000398,01/11/2020,275
1,1100000398,01/12/2020,313
1,1100000398,01/01/2021,258
1,1100000398,01/02/2021,258
1,1100000398,01/03/2021,275
1,1100000398,01/04/2021,261
1,1100000398,01/05/2021,221
1,1100000398,01/06/2021,217
1,1100000398,01/07/2021,233
1,1100000398,01/08/2021,259
1,1100000398,01/09/2021,249
1,1100000398,01/10/2021,267
1,1100000398,01/11/2021,260
1,1100000398,01/12/2021,311
1,1100000399,01/01/2020,105
1,1100000399,01/02/2020,100
1,1100000399,01/03/2020,127
1,1100000399,01/04/2020,79
1,1100000399,01/05/2020,107
1,1100000399,01/06/2020,86
1,1100000399,01/07/2020,104
1,1100000399,01/08/2020,102
1,1100000399,01/09/2020,80
1,1100000399,01/10/2020,131
1,1100000399,01/11/2020,114
1,1100000399,01/12/2020,146
1,1100000399,01/01/2021,99
1,1100000399,01/02/2021,100
1,1100000399,01/03/2021,72
1,1100000399,01/04/2021,83
1,1100000399,01/05/2021,82
1,1100000399,01/06/2021,72
1,1100000399,01/07/2021,68
1,1100000399,01/08/2021,83
1,1100000399,01/09/2021,101
1,1100000399,01/10/2021,103
1,1100000399,01/11/2021,110
1,1100000399,01/12/2021,133
1,1100000400,01/01/2020,61
1,1100000400,01/02/2020,31
1,1100000400,01/03/2020,19
1,1100000400,01/04/2020,9
1,1100000400,01/05/2020,8
1,1100000400,01/06/2020,5
1,1100000400,01/07/2020,8
1,1100000400,01/08/2020,2
1,1100000400,01/09/2020,2
1,1100000400,01/10/2020,0
1,1100000400,01/11/2020,0
1,1100000400,01/12/2020,0
1,1100000401,01/01/2020,223
1,1100000401,01/02/2020,231
1,1100000401,01/03/2020,216
1,1100000401,01/04/2020,186
1,1100000401,01/05/2020,180
1,1100000401,01/06/2020,179
1,1100000401,01/07/2020,178
1,1100000401,01/08/2020,166
1,1100000401,01/09/2020,169
1,1100000401,01/10/2020,182
1,1100000401,01/11/2020,161
1,1100000401,01/12/2020,205
1,1100000401,01/01/2021,175
1,1100000401,01/02/2021,161
1,1100000401,01/03/2021,172
1,1100000401,01/04/2021,176
1,1100000401,01/05/2021,175
1,1100000401,01/06/2021,142
1,1100000401,01/07/2021,153
1,1100000401,01/08/2021,162
1,1100000401,01/09/2021,165
1,1100000401,01/10/2021,142
1,1100000401,01/11/2021,192
1,1100000401,01/12/2021,216
1,1100000403,01/01/2020,124
1,1100000403,01/02/2020,155
1,1100000403,01/03/2020,170
1,1100000403,01/04/2020,100
1,1100000403,01/05/2020,133
1,1100000403,01/06/2020,117
1,1100000403,01/07/2020,109
1,1100000403,01/08/2020,59
1,1100000403,01/09/2020,47
1,1100000403,01/10/2020,29
1,1100000403,01/11/2020,12
1,1100000403,01/12/2020,2
1,1100000404,01/01/2020,1025
1,1100000404,01/02/2020,911
1,1100000404,01/03/2020,1193
1,1100000404,01/04/2020,1518
1,1100000404,01/05/2020,1074
1,1100000404,01/06/2020,1020
1,1100000404,01/07/2020,1164
1,1100000404,01/08/2020,991
1,1100000404,01/09/2020,965
1,1100000404,01/10/2020,1109
1,1100000404,01/11/2020,1088
1,1100000404,01/12/2020,1559
1,1100000404,01/01/2021,1110
1,1100000404,01/02/2021,1017
1,1100000404,01/03/2021,1165
1,1100000404,01/04/2021,1276
1,1100000404,01/05/2021,1014
1,1100000404,01/06/2021,919
1,1100000404,01/07/2021,1155
1,1100000404,01/08/2021,1078
1,1100000404,01/09/2021,998
1,1100000404,01/10/2021,1008
1,1100000404,01/11/2021,1120
1,1100000404,01/12/2021,1809
1,1100000423,01/01/2020,222
1,1100000423,01/02/2020,218
1,1100000423,01/03/2020,341
1,1100000423,01/04/2020,418
1,1100000423,01/05/2020,347
1,1100000423,01/06/2020,316
1,1100000423,01/07/2020,337
1,1100000423,01/08/2020,520
1,1100000423,01/09/2020,548
1,1100000423,01/10/2020,293
1,1100000423,01/11/2020,307
1,1100000423,01/12/2020,314
1,1100000423,01/01/2021,254
1,1100000423,01/02/2021,253
1,1100000423,01/03/2021,356
1,1100000423,01/04/2021,363
1,1100000423,01/05/2021,361
1,1100000423,01/06/2021,473
1,1100000423,01/07/2021,320
1,1100000423,01/08/2021,464
1,1100000423,01/09/2021,560
1,1100000423,01/10/2021,294
1,1100000423,01/11/2021,297
1,1100000423,01/12/2021,299
1,1100000426,01/01/2020,29
1,1100000426,01/02/2020,58
1,1100000426,01/03/2020,131
1,1100000426,01/04/2020,21
1,1100000426,01/05/2020,6
1,1100000426,01/06/2020,2
1,1100000426,01/07/2020,10
1,1100000426,01/08/2020,7
1,1100000426,01/09/2020,37
1,1100000426,01/10/2020,32
1,1100000426,01/11/2020,56
1,1100000426,01/12/2020,28
1,1100000426,01/01/2021,19
1,1100000426,01/02/2021,31
1,1100000426,01/03/2021,45
1,1100000426,01/04/2021,20
1,1100000426,01/05/2021,12
1,1100000426,01/06/2021,8
1,1100000426,01/07/2021,10
1,1100000426,01/08/2021,18
1,1100000426,01/09/2021,45
1,1100000426,01/10/2021,17
1,1100000426,01/11/2021,11
1,1100000426,01/12/2021,5
1,1100000444,01/01/2020,12
1,1100000444,01/02/2020,0
1,1100000444,01/03/2020,0
